18595.36,47.85
18659.15,47.23
18722.90,46.30
18786.74,46.30
18850.46,45.06
18914.28,44.75
18978.06,44.13
19041.81,43.20
19105.59,42.58
19169.43,42.58
19233.27,42.58
19297.06,41.96
19360.87,41.65
19424.65,41.03
19488.46,40.72
19552.27,40.41
19616.05,39.79
19679.84,39.17
19743.65,38.86
19807.40,37.93
19871.21,37.62
19934.94,36.38
19998.72,35.76
20062.53,35.45
20126.32,34.83
20190.10,34.21
20253.88,33.59
20317.69,33.28
20381.47,32.66
20445.31,32.66
20509.10,32.04
20572.82,30.80
20636.60,30.18
20700.44,30.18
20764.28,30.18
20828.12,30.18
20891.96,30.18
20955.77,29.87
21019.59,29.56
21083.37,28.94
21147.15,28.32
21210.93,27.70
21274.77,27.70
21338.58,27.39
21402.40,27.08
21466.23,27.08
21530.07,27.08
21593.89,26.77
21657.67,26.15
21721.45,25.53
21785.18,24.29
21849.04,24.60
21912.91,24.91
22008.96,28.01
22072.77,27.70
22136.61,27.70
22200.68,30.18
22232.83,32.66
22296.67,32.66
22360.28,30.18
22407.99,28.32
22455.67,26.15
22519.33,24.29
22583.03,22.74
22646.76,21.50
22710.74,23.05
22774.64,23.67
22838.48,23.67
22902.29,23.36
22966.10,23.05
23029.91,22.74
23093.66,21.81
23157.36,20.26
23221.20,20.26
23285.04,20.26
23348.88,20.26
23412.60,19.02
23476.44,19.02
23524.32,19.02
23604.07,18.40
23667.82,17.47
23731.57,16.54
23795.30,15.30
23859.14,15.30
23922.98,15.30
23986.79,14.99
24050.54,14.06
24114.18,11.89
24161.98,10.96
24209.66,8.79
24273.47,8.48
24321.41,9.10
